show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1436,Movie,Sample Title 1436,,"Emma Tanaka, John Tanaka, John Lopez, Ahmed Brown, John Sharma",Germany,"June 11, 2008",2007,TV-14,73 min,Cult Movies,A sample description for demonstration purposes.
s1437,TV Show,Sample Title 1437,,,United States,2008-01-17,1969,TV-MA,6 Seasons,"TV Comedies, Reality TV",A sample description for demonstration purposes.
s1438,Movie,Sample Title 1438,Emma Kim,"Maria Khan, Sofia Lee, Wei Lee, Nina Adeyemi",Australia,2021-06-27,2019,TV-MA,197 min,International Movies,A sample description for demonstration purposes.
s1439,TV Show,Sample Title 1439,,"Raj Garcia, Maria Brown",United States,"September 16, 2008",2000,TV-14,2 Seasons,TV Dramas,A sample description for demonstration purposes.
s1440,TV Show,Sample Title 1440,,,Canada,"June 05, 2008",1975,TV-G,2 Seasons,"International TV Shows, TV Comedies",A sample description for demonstration purposes.
s1441,TV Show,Sample Title 1441,,"Emma Tanaka, Nina Novak, Olu Sharma, Hana Silva",United States,2008-02-04,2001,TV-PG,7 Seasons,British TV Shows,A sample description for demonstration purposes.
s1442,TV Show,Sample Title 1442,,"Emma Khan, Raj Novak, Raj Smith, Maria Silva, Ahmed Kim",United States,10/3/2008,1991,TV-G,2 Seasons,"Kids' TV, British TV Shows",A sample description for demonstration purposes.
s1443,Movie,Sample Title 1443,Tom Sato,"Priya Adeyemi, Alex Sato, Liam Silva",France,"February 15, 2008",1963,R,159 min,Romantic Movies,A sample description for demonstration purposes.
s1444,Movie,Sample Title 1444,,"Sofia Jones, Diego Silva, Liam Garcia, Wei Brown, Ahmed Kim",United States,2008-10-05,1979,TV-PG,47 min,"Romantic Movies, Stand-Up Comedy, Independent Movies",A sample description for demonstration purposes.
s1445,Movie,Sample Title 1445,Tom Adeyemi,"Tom Jones, Ahmed Jones, John Chen, Maria Novak",Australia,8/8/2008,1953,TV-PG,161 min,Classic Movies,A sample description for demonstration purposes.
s1446,TV Show,Sample Title 1446,,"Olu Smith, Tom Sharma",Germany,2008-10-27,2003,TV-PG,8 Seasons,Crime TV Shows,A sample description for demonstration purposes.
s1447,Movie,Sample Title 1447,Ahmed Smith,,United States,"June 12, 2008",1994,PG,94 min,Independent Movies,A sample description for demonstration purposes.
s1448,Movie,Sample Title 1448,Ahmed Patel,"Nina Kim, Alex Sato, Wei Kim, Maria Kim, Tom Sato",United States,2008-01-03,1951,G,191 min,"Romantic Movies, Thrillers, International Movies",A sample description for demonstration purposes.
s1449,Movie,Sample Title 1449,Raj Adeyemi,"Emma Sato, Wei Sharma",Canada,2008-03-20,2003,NR,51 min,"Documentaries, Sports Movies, Action & Adventure",A sample description for demonstration purposes.
s1450,Movie,Sample Title 1450,Tom Tanaka,,United States,2/26/2008,2001,PG,111 min,"Children & Family Movies, Sports Movies",A sample description for demonstration purposes.
s1451,Movie,Sample Title 1451,Yuki Brown,"Nina Lopez, Emma Khan, Maria Sharma, Wei Lopez",Canada,2008-05-26,1986,NC-17,44 min,"Horror Movies, Action & Adventure",A sample description for demonstration purposes.
s1452,Movie,Sample Title 1452,,"Wei Silva, Alex Chen",India,"June 13, 2008",1996,G,87 min,"Documentaries, Sci-Fi & Fantasy",A sample description for demonstration purposes.
s1453,TV Show,Sample Title 1453,,"Raj Brown, Liam Garcia, Hana Garcia, Liam Kim, Yuki Jones",India,2/1/2008,1971,TV-PG,1 Season,TV Dramas,A sample description for demonstration purposes.
s1454,Movie,Sample Title 1454,Sofia Adeyemi,"Maria Brown, Yuki Sato, Raj Adeyemi",South Korea,2008-05-04,1959,TV-14,75 min,Music & Musicals,A sample description for demonstration purposes.
s1455,TV Show,Sample Title 1455,,"Alex Tanaka, Sofia Sato, Olu Sharma, Ahmed Tanaka, Alex Lee",United States,"October 24, 2008",1981,TV-MA,5 Seasons,TV Dramas,A sample description for demonstration purposes.
s1456,Movie,Sample Title 1456,Alex Tanaka,"John Garcia, Sofia Smith, Raj Lee, Emma Jones, Maria Brown",India,2008-09-06,1993,TV-MA,118 min,Children & Family Movies,A sample description for demonstration purposes.
s1457,Movie,Sample Title 1457,Maria Sato,"Hana Kim, Diego Tanaka, Priya Sharma, Wei Sharma, Wei Tanaka",South Korea,10/7/2008,1982,NC-17,117 min,"International Movies, Anime Series",A sample description for demonstration purposes.
s1458,Movie,Sample Title 1458,,"Diego Silva, Raj Smith",India,"November 12, 2008",1979,TV-MA,55 min,Romantic Movies,A sample description for demonstration purposes.
s1459,TV Show,Sample Title 1459,,"John Tanaka, Ahmed Brown, Yuki Novak, Wei Khan, Diego Chen",United States,"October 09, 2014",2007,TV-MA,6 Seasons,"Kids' TV, TV Comedies",A sample description for demonstration purposes.
s1460,Movie,Sample Title 1460,Ahmed Garcia,"Olu Jones, Alex Adeyemi, Maria Silva, Alex Adeyemi, Tom Garcia",Germany,2008-04-26,1966,R,196 min,"Dramas, Independent Movies",A sample description for demonstration purposes.
s1461,TV Show,Sample Title 1461,,"Tom Tanaka, Nina Novak, Liam Smith, Maria Sato, Raj Novak",India,2008-06-04,1945,TV-MA,10 Seasons,British TV Shows,A sample description for demonstration purposes.
s1462,Movie,Sample Title 1462,Sofia Khan,"Sofia Tanaka, Tom Sharma, Olu Khan, Tom Tanaka",United States,"September 22, 2008",1973,TV-PG,59 min,"Romantic Movies, Horror Movies",A sample description for demonstration purposes.
s1463,Movie,Sample Title 1463,Diego Sato,"John Jones, Nina Sharma, Raj Patel, Hana Tanaka",India,"January 22, 2008",1961,PG,40 min,"Independent Movies, Documentaries, Cult Movies",A sample description for demonstration purposes.
s1464,Movie,Sample Title 1464,,"Liam Jones, Diego Garcia",Japan,"July 27, 2010",2004,PG,135 min,"Thrillers, Documentaries, Children & Family Movies",A sample description for demonstration purposes.
s1465,Movie,Sample Title 1465,Emma Tanaka,"Maria Patel, Sofia Jones, Olu Patel, Alex Lee",South Korea,"June 27, 2008",2002,PG-13,127 min,Dramas,A sample description for demonstration purposes.
s1466,Movie,Sample Title 1466,John Tanaka,,United States,"February 12, 2008",1964,PG,131 min,Classic Movies,A sample description for demonstration purposes.
s1467,Movie,Sample Title 1467,Tom Silva,"Liam Tanaka, Hana Jones",United Kingdom,"October 12, 2008",1967,NR,123 min,"Cult Movies, Independent Movies, International Movies",A sample description for demonstration purposes.
s1468,Movie,Sample Title 1468,John Lopez,"Maria Khan, Maria Lee, Nina Sato, Wei Sharma, Hana Lopez",United States,2008-04-24,1954,R,184 min,"Romantic Movies, International Movies, Anime Series",A sample description for demonstration purposes.
s1469,TV Show,Sample Title 1469,,"Priya Khan, Nina Silva, Hana Brown",United States,"October 09, 2008",1983,TV-14,1 Season,British TV Shows,A sample description for demonstration purposes.
s1470,TV Show,Sample Title 1470,,"Nina Adeyemi, Liam Tanaka, Raj Novak, Priya Kim, Raj Jones",United States,2008-09-27,2001,TV-MA,4 Seasons,Reality TV,A sample description for demonstration purposes.
s1471,Movie,Sample Title 1471,,"Emma Smith, Nina Chen, Priya Lopez, Yuki Tanaka",Spain,"March 22, 2008",1996,TV-PG,130 min,International Movies,A sample description for demonstration purposes.
s1472,Movie,Sample Title 1472,,"Ahmed Brown, Maria Chen, Alex Lee",United States,2008-01-01,1981,NC-17,142 min,"International Movies, Dramas, Action & Adventure",A sample description for demonstration purposes.
s1473,TV Show,Sample Title 1473,,"Liam Novak, Emma Khan, Priya Garcia",France,"October 01, 2008",1958,TV-Y7,2 Seasons,International TV Shows,A sample description for demonstration purposes.
s1474,Movie,Sample Title 1474,Olu Lee,"Diego Lee, Ahmed Brown",India,2014-02-18,2007,TV-PG,41 min,Stand-Up Comedy,A sample description for demonstration purposes.
s1475,TV Show,Sample Title 1475,,"Olu Sato, John Khan, Diego Novak, Priya Adeyemi",United Kingdom,10/9/2008,2005,TV-Y7,9 Seasons,"Crime TV Shows, TV Dramas, Reality TV",A sample description for demonstration purposes.
s1476,Movie,Sample Title 1476,John Lopez,"Priya Silva, Yuki Kim",United States,"August 13, 2008",1988,NC-17,76 min,"Music & Musicals, Dramas, Comedies",A sample description for demonstration purposes.
s1477,Movie,Sample Title 1477,,"Maria Jones, Alex Adeyemi",United States,2008-07-27,2002,G,101 min,Comedies,A sample description for demonstration purposes.
s1478,Movie,Sample Title 1478,Yuki Smith,"Sofia Smith, Wei Sato, Tom Adeyemi",India,"December 16, 2008",1996,NR,100 min,"Classic Movies, Cult Movies, Sci-Fi & Fantasy",A sample description for demonstration purposes.
s1479,TV Show,Sample Title 1479,,,India,2008-01-13,1986,TV-Y7,6 Seasons,"Crime TV Shows, British TV Shows",A sample description for demonstration purposes.
s1480,Movie,Sample Title 1480,Emma Chen,"Liam Khan, Emma Silva, Sofia Kim, Raj Kim",United States,5/2/2018,2018,TV-PG,56 min,"Sports Movies, Horror Movies",A sample description for demonstration purposes.
s1481,Movie,Sample Title 1481,,"Ahmed Garcia, Ahmed Lopez, Olu Chen",United States,11/13/2008,1982,TV-14,113 min,Independent Movies,A sample description for demonstration purposes.
s1482,TV Show,Sample Title 1482,,"Raj Sharma, Diego Adeyemi, Emma Sato, Sofia Sato, Wei Sato",United States,"January 09, 2008",1967,TV-Y7,1 Season,"Kids' TV, Crime TV Shows",A sample description for demonstration purposes.
s1483,Movie,Sample Title 1483,Priya Lopez,"Tom Tanaka, Ahmed Sharma, Hana Adeyemi, Hana Lee",United States,"November 21, 2008",2002,TV-MA,180 min,"Dramas, Cult Movies, Independent Movies",A sample description for demonstration purposes.
s1484,TV Show,Sample Title 1484,,"Hana Smith, Tom Silva",United States,"March 12, 2009",2007,TV-Y7,8 Seasons,"Kids' TV, Reality TV, British TV Shows",A sample description for demonstration purposes.
s1485,Movie,Sample Title 1485,Raj Lee,"Tom Brown, Priya Smith",Nigeria,"December 03, 2008",1989,PG-13,188 min,"Music & Musicals, Anime Series, Sports Movies",A sample description for demonstration purposes.
s1486,TV Show,Sample Title 1486,,"Liam Kim, Olu Sato, Nina Smith",Nigeria,2008-12-09,1952,TV-Y7,4 Seasons,"British TV Shows, Kids' TV, International TV Shows",A sample description for demonstration purposes.
s1487,Movie,Sample Title 1487,,"Olu Garcia, Olu Lee, Yuki Kim, Alex Jones, Maria Lopez",India,2008-04-13,1959,NC-17,137 min,"Thrillers, Sports Movies, Music & Musicals",A sample description for demonstration purposes.
s1488,Movie,Sample Title 1488,Emma Sharma,"Raj Sato, Sofia Silva, Priya Chen",Japan,8/7/2008,1966,G,177 min,Cult Movies,A sample description for demonstration purposes.
s1489,Movie,Sample Title 1489,John Chen,"Priya Lee, Diego Lopez, Wei Lee, Tom Adeyemi",United States,2008-09-03,1963,G,63 min,Classic Movies,A sample description for demonstration purposes.
s1490,Movie,Sample Title 1490,John Adeyemi,"Priya Kim, Nina Patel",United Kingdom,5/3/2008,2006,PG,60 min,Stand-Up Comedy,A sample description for demonstration purposes.
s1491,Movie,Sample Title 1491,,"Alex Adeyemi, Sofia Kim",United States,2008-03-27,1966,,146 min,Comedies,A sample description for demonstration purposes.
s1492,TV Show,Sample Title 1492,,"Diego Jones, Alex Smith",South Korea,"September 26, 2008",1992,TV-PG,5 Seasons,"Crime TV Shows, TV Dramas, British TV Shows",A sample description for demonstration purposes.
s1493,TV Show,Sample Title 1493,,"Olu Sato, Priya Smith, Sofia Smith",United States,2008-02-05,1959,TV-Y7,7 Seasons,Kids' TV,A sample description for demonstration purposes.
s1494,Movie,Sample Title 1494,Maria Adeyemi,"Sofia Smith, Hana Brown, John Smith, Liam Adeyemi, Maria Adeyemi",India,,1949,TV-PG,97 min,"Documentaries, Sci-Fi & Fantasy",A sample description for demonstration purposes.
s1495,Movie,Sample Title 1495,Sofia Patel,"Nina Jones, Emma Sato, Tom Sharma, Wei Adeyemi, Ahmed Chen",France,"October 26, 2008",1956,TV-PG,80 min,"Comedies, Documentaries, Dramas",A sample description for demonstration purposes.
s1496,TV Show,Sample Title 1496,,"Ahmed Sharma, John Tanaka, Priya Silva, Wei Chen",United States,2020-06-21,2014,TV-MA,1 Season,British TV Shows,A sample description for demonstration purposes.
s1497,TV Show,Sample Title 1497,,"Diego Sato, Emma Lopez, Nina Khan, Priya Jones, Olu Smith",Brazil,"May 18, 2008",1961,TV-Y7,9 Seasons,International TV Shows,A sample description for demonstration purposes.
s1498,TV Show,Sample Title 1498,,"Nina Lee, Priya Khan, Sofia Sato, Raj Novak",India,"November 20, 2008",1969,TV-G,7 Seasons,Reality TV,A sample description for demonstration purposes.
s1499,Movie,Sample Title 1499,Tom Tanaka,"Hana Jones, Alex Tanaka, Yuki Patel, Emma Sharma, Maria Sato",Canada,"October 27, 2008",1954,PG,93 min,"Cult Movies, Sci-Fi & Fantasy, Action & Adventure",A sample description for demonstration purposes.
s1500,Movie,Sample Title 1500,Sofia Tanaka,"Sofia Tanaka, Liam Silva, Liam Smith, Liam Lopez",Mexico,2008-10-02,1969,TV-PG,60 min,"Cult Movies, Children & Family Movies",A sample description for demonstration purposes.
s1501,Movie,Sample Title 1501,Maria Sharma,"Raj Sharma, Sofia Silva, Hana Kim, Olu Brown",United States,6/17/2008,1970,TV-14,58 min,"Children & Family Movies, Anime Series",A sample description for demonstration purposes.
s1502,TV Show,Sample Title 1502,,"Priya Sharma, Emma Brown, Diego Garcia",India,"September 19, 2008",2004,TV-14,2 Seasons,Crime TV Shows,A sample description for demonstration purposes.
s1503,Movie,Sample Title 1503,John Lee,"Maria Sharma, Hana Khan, Hana Adeyemi, Olu Khan",United States,"August 11, 2008",1977,TV-14,182 min,"Music & Musicals, Action & Adventure",A sample description for demonstration purposes.
s1504,TV Show,Sample Title 1504,,"Raj Chen, Liam Jones, John Smith, Diego Jones, John Adeyemi",Spain,2008-03-02,1985,TV-PG,9 Seasons,"TV Dramas, Crime TV Shows, TV Comedies",A sample description for demonstration purposes.
s1505,Movie,Sample Title 1505,Ahmed Smith,"Sofia Khan, Alex Sharma, Ahmed Jones",South Korea,2008-07-17,1965,PG,146 min,Sports Movies,A sample description for demonstration purposes.
s1506,Movie,Sample Title 1506,Maria Patel,"Emma Novak, Raj Sharma",United Kingdom,"September 24, 2008",2002,G,85 min,"International Movies, Music & Musicals, Sports Movies",A sample description for demonstration purposes.
s1507,Movie,Sample Title 1507,,,United States,2012-11-08,2009,NC-17,183 min,"Horror Movies, Music & Musicals",A sample description for demonstration purposes.
s1508,TV Show,Sample Title 1508,,"Emma Silva, Raj Patel",Mexico,"August 07, 2008",1948,TV-MA,9 Seasons,Kids' TV,A sample description for demonstration purposes.
s1509,Movie,Sample Title 1509,Tom Sato,"Liam Patel, Raj Novak, John Garcia, Emma Smith",United States,12/4/2008,1956,G,46 min,"Dramas, Music & Musicals, Sports Movies",A sample description for demonstration purposes.
s1510,Movie,Sample Title 1510,Diego Brown,"Tom Novak, Yuki Khan, Emma Sato",Canada,"April 19, 2008",1987,TV-PG,104 min,Sports Movies,A sample description for demonstration purposes.
s1511,Movie,Sample Title 1511,,"Olu Smith, Tom Lee, Emma Smith, Ahmed Sharma",France,2008-10-04,2005,TV-MA,133 min,"Music & Musicals, Independent Movies, Romantic Movies",A sample description for demonstration purposes.
s1512,Movie,Sample Title 1512,Emma Sharma,"Priya Lee, Alex Khan, Diego Jones, Hana Tanaka, Nina Patel",Spain,"February 19, 2008",1986,NR,157 min,Sci-Fi & Fantasy,A sample description for demonstration purposes.
s1513,Movie,Sample Title 1513,Raj Adeyemi,"Olu Silva, Alex Adeyemi, Priya Khan, Emma Garcia, Emma Chen",United States,"December 11, 2008",1980,TV-PG,198 min,"Dramas, Anime Series, International Movies",A sample description for demonstration purposes.
s1514,TV Show,Sample Title 1514,,"Olu Chen, Tom Silva, Raj Chen",United Kingdom,4/13/2008,1978,TV-PG,8 Seasons,International TV Shows,A sample description for demonstration purposes.
s1515,TV Show,Sample Title 1515,,"Hana Tanaka, Tom Sharma, Ahmed Patel",United States,2008-03-21,1997,TV-PG,1 Season,"British TV Shows, Reality TV, TV Dramas",A sample description for demonstration purposes.
s1516,Movie,Sample Title 1516,Priya Novak,"Olu Lopez, Nina Jones, Priya Adeyemi",United States,"August 23, 2008",1978,TV-14,48 min,"Stand-Up Comedy, Horror Movies",A sample description for demonstration purposes.
s1517,Movie,Sample Title 1517,Yuki Sharma,"Sofia Patel, Yuki Patel",United States,4/2/2008,1959,TV-PG,179 min,Documentaries,A sample description for demonstration purposes.
s1518,Movie,Sample Title 1518,Alex Silva,"Emma Khan, Ahmed Sato, Olu Chen, Tom Brown, Olu Patel",United Kingdom,"August 18, 2008",1983,TV-MA,102 min,"Thrillers, Music & Musicals, Anime Series",A sample description for demonstration purposes.
s1519,Movie,Sample Title 1519,Liam Smith,"Olu Lopez, Alex Silva, John Jones",India,10/12/2008,1958,TV-MA,59 min,Classic Movies,A sample description for demonstration purposes.
s1520,Movie,Sample Title 1520,Priya Lee,"Tom Patel, Hana Lopez, Ahmed Tanaka",Spain,"June 05, 2008",1964,R,116 min,Stand-Up Comedy,A sample description for demonstration purposes.
s1521,TV Show,Sample Title 1521,,"Wei Chen, Priya Lee",,"January 11, 2008",1962,TV-MA,8 Seasons,TV Comedies,A sample description for demonstration purposes.
s1522,Movie,Sample Title 1522,Emma Novak,"Ahmed Brown, Ahmed Jones, Tom Khan, Diego Smith, Ahmed Sharma",United States,9/19/2009,2007,TV-MA,126 min,"International Movies, Horror Movies, Music & Musicals",A sample description for demonstration purposes.
s1523,Movie,Sample Title 1523,Hana Khan,"Hana Jones, Hana Sharma, Ahmed Brown, Yuki Adeyemi",United States,"July 12, 2008",1975,TV-MA,116 min,Sports Movies,A sample description for demonstration purposes.
s1524,TV Show,Sample Title 1524,,"Yuki Smith, Priya Silva, Liam Tanaka, Emma Brown",France,"June 16, 2008",1985,TV-Y,10 Seasons,"International TV Shows, British TV Shows, Crime TV Shows",A sample description for demonstration purposes.
